query_id,dataset,seed,mode,method,selected_action,dense_search_ms,bm25_search_ms,graph_expansion_ms,fusion_ms,cross_encoder_ms,feature_extraction_ms,router_decision_ms,total_ms,cross_encoder_calls,candidates_reranked,candidates_explored
PLAIN-1008,nfcorpus,123,balanced,balanced,Dense,0.5907000158913434,2.245000039692968,0.01379998866468668,0.01680001150816679,0.0,0.6848999764770269,1.1575999669730663,4.708799999207258,0,0,0
PLAIN-1018,nfcorpus,123,balanced,balanced,Deep Hybrid,0.3094999701716006,1.13800005055964,0.00990001717582345,0.021599989850074053,614.4286999478936,2.7061000000685453,1.076199987437576,619.6899999631569,1,100,0
PLAIN-1028,nfcorpus,123,balanced,balanced,Deep Hybrid,0.3234000178053975,2.355300006456673,0.010299962013959885,0.023300002794712782,657.6495000044815,2.5050000404007733,1.1448999866843224,664.0117000206374,1,100,0
PLAIN-1050,nfcorpus,123,balanced,balanced,Deep Hybrid,0.317899975925684,2.8918000170961022,0.010200019460171461,0.022499996703118086,610.8855999773368,0.16910000704228878,1.0788000072352588,615.3759000007994,1,100,0
PLAIN-1066,nfcorpus,123,balanced,balanced,Deep Hybrid,0.3510999958962202,2.8596000047400594,0.009300012607127428,0.025300018023699522,628.130599972792,2.2193000186234713,1.5242999652400613,635.1194999879226,1,100,0
PLAIN-1098,nfcorpus,123,balanced,balanced,Dense,0.31450000824406743,1.2032000231556594,0.009400013368576765,0.018899969290941954,0.0,0.16150000737980008,1.5266999835148454,3.234200004953891,0,0,0
PLAIN-1130,nfcorpus,123,balanced,balanced,Deep Hybrid,0.34069997491315007,1.1777000036090612,0.009700015652924776,0.02519995905458927,633.2132000825368,2.210300008300692,1.247999956831336,638.2248000008985,1,100,0
PLAIN-1141,nfcorpus,123,balanced,balanced,Dense,0.29039999935775995,2.180500014219433,0.010699965059757233,0.02500001573935151,0.0,2.6094000204466283,1.0424999636597931,6.158499978482723,0,0,0
PLAIN-1172,nfcorpus,123,balanced,balanced,Deep Hybrid,0.30150002567097545,1.4946999726817012,0.010100018698722124,0.023200002033263445,606.0517000150867,2.2219999809749424,1.0491000139154494,611.1523000290617,1,100,0
PLAIN-1183,nfcorpus,123,balanced,balanced,Dense,0.30519999563694,1.361300004646182,0.009100011084228754,0.023600005079060793,0.0,2.5434999843128026,1.0566000128164887,5.299300013575703,0,0,0
PLAIN-1193,nfcorpus,123,balanced,balanced,Dense,0.29719999292865396,2.0746999653056264,0.009000010322779417,0.022899999748915434,0.0,2.5560000212863088,1.0043999645859003,5.964199954178184,0,0,0
PLAIN-12,nfcorpus,123,balanced,balanced,Dense,0.3035000408999622,4.848599957767874,0.00990001717582345,0.02440001117065549,0.0,2.537699998356402,1.0491000139154494,8.773200039286166,0,0,0
PLAIN-1203,nfcorpus,123,balanced,balanced,Dense,0.3111999831162393,2.295200014486909,0.010400020983070135,0.02489995677024126,0.0,2.4710000143386424,1.0196000221185386,6.132300011813641,0,0,0
PLAIN-1225,nfcorpus,123,balanced,balanced,Dense,0.30399998649954796,1.2396000092849135,0.008700008038431406,0.022199994418770075,0.0,2.5052999844774604,1.007000042591244,5.086800025310367,0,0,0
PLAIN-123,nfcorpus,123,balanced,balanced,Deep Hybrid,0.28849998489022255,6.4628999680280685,0.010100018698722124,0.025200017262250185,852.6431000209413,2.6650999789126217,1.031799998600036,863.1266999873333,1,100,0
PLAIN-1249,nfcorpus,123,balanced,balanced,Dense,0.3032999811694026,2.124299993738532,0.009600014891475439,0.026499968953430653,0.0,2.488900034222752,1.0320000001229346,5.984599993098527,0,0,0
PLAIN-1262,nfcorpus,123,balanced,balanced,Dense,0.2867000293917954,5.346699967049062,0.010000017937272787,0.025500019546598196,0.0,2.447199949529022,1.0220000403933227,9.138100023847073,0,0,0
PLAIN-1275,nfcorpus,123,balanced,balanced,Dense,0.2817999920807779,2.5077000027522445,0.009200011845678091,0.02389994915574789,0.0,2.5660000392235816,1.0294000385329127,6.418000033590943,0,0,0
PLAIN-1288,nfcorpus,123,balanced,balanced,Deep Hybrid,0.3197999903932214,1.3704000157304108,0.0097999582067132,0.02370000584051013,874.3277000030503,2.571500022895634,1.0452000424265862,879.6681000385433,1,100,0
PLAIN-1299,nfcorpus,123,balanced,balanced,Dense,0.3388000186532736,2.2089999984018505,0.010200019460171461,0.02429995220154524,0.0,3.155200043693185,1.052799983881414,6.7903000162914395,0,0,0
PLAIN-133,nfcorpus,123,balanced,balanced,Dense,0.2981999423354864,5.374200001824647,0.010400020983070135,0.0247000134550035,0.0,2.472899970598519,1.035400026012212,9.215799975208938,0,0,0
PLAIN-1353,nfcorpus,123,balanced,balanced,Deep Hybrid,0.33569999504834414,1.1716000153683126,0.009100011084228754,0.02169999061152339,839.9838999612257,2.1855999948456883,1.005200028885156,844.7127999970689,1,100,0
